age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Insanity,>50K
Middle-age,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Young-adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Senior,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,State-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Middle,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,Black,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Adm-clerical,Partner,Asian-Pac-Islander,Female,Full-time,>50K
Middle-age,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Sales,Partner,Asian-Pac-Islander,Male,Full-time,>50K
Senior,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,>50K
Young-adult,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,Asian-Pac-Islander,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Partner,Other,Male,Full-time,>50K
Mid-adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Young-adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,Full-time,<=50K
Senior,Private,Elementary,Divorced,Transport-moving,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Local-gov,HS-grad,Never-married,Protective-serv,Other-relative,Black,Male,Full-time,<=50K
Middle-age,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Local-gov,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,Middle,<=50K
Young-adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Sales,Own-child,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,Middle,<=50K
Mid-adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,Middle,<=50K
Young-adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,Middle,<=50K
Senior,Self-emp-not-inc,HS-grad,Separated,Other-service,Not-in-family,Black,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,Masters,Divorced,Sales,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,Full-time,<=50K
Middle-age,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Local-gov,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,Insanity,<=50K
Middle-age,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Middle,<=50K
Middle-age,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Local-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Some-college,Separated,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,State-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,Black,Female,Full-time,>50K
Mid-adult,Local-gov,HS,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Partner,Black,Male,Full-time,>50K
Mid-adult,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS,Married-civ-spouse,Other-service,Partner,White,Male,Full-time,>50K
Middle-age,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Senior,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,HS-grad,Married-civ-spouse,Tech-support,Partner,White,Female,Full-time,>50K
Middle-age,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Young-adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,State-gov,Masters,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Transport-moving,Partner,White,Male,Insanity,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,Black,Male,Full-time,>50K
Young-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Senior,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Female,Full-time,>50K
Senior,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Insanity,<=50K
Senior,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Part-time,>50K
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Part-time,>50K
Senior,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Senior,Self-emp-not-inc,Some-college,Separated,Sales,Unmarried,Black,Male,Part-time,<=50K
Senior,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,Middle,<=50K
Young-adult,Private,HS-grad,Never-married,Sales,Own-child,White,Female,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Self-emp-not-inc,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,Middle,<=50K
Young-adult,Private,HS,Never-married,Sales,Not-in-family,White,Female,Middle,<=50K
Mid-adult,Private,Assoc-acdm,Divorced,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,HS,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Divorced,Protective-serv,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,Middle,<=50K
Middle-age,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,Full-time,>50K
Mid-adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Local-gov,Bachelors,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,Full-time,<=50K
Young-adult,Private,HS,Never-married,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Exec-managerial,Other-relative,White,Female,Full-time,<=50K
Young-adult,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,Middle,<=50K
Mid-adult,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Local-gov,HS,Never-married,Transport-moving,Other-relative,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Middle,<=50K
Middle-age,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Black,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Middle,<=50K
Middle-age,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Female,Full-time,<=50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Middle-age,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,<=50K
Middle-age,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Female,Part-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Female,Part-time,<=50K
Young-adult,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Senior,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Middle,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Partner,White,Female,Middle,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Mid-adult,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Partner,Black,Male,Full-time,<=50K
Middle-age,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Local-gov,HS-grad,Married-civ-spouse,Other-service,Partner,White,Female,Middle,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Partner,Other,Female,Full-time,<=50K
Mid-adult,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,<=50K
Middle-age,Private,Masters,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Middle,<=50K
